"player","playerShort","birthday","height","weight","position","club","leagueCountry","refNum","goals","victories","defeats","yellowCards","games","redCards","rater1","rater2"
"De Lucas","de-lucas","17.08.1978",175,68,"Attacking Midfielder","Celta Vigo","Spain",3016,0,2,1,0,5,0,0.5,0.25
"Duda","duda_2","27.06.1980",175,71,"Left Midfielder","Malaga CF","Spain",3016,0,3,3,0,6,0,0.25,0.25
"Fabricio Coloccini","fabricio-coloccini","22.01.1982",183,76,"Center Back","Newcastle United","England",3016,0,1,4,0,5,0,0.25,0.25
"Fernando Navarro","fernando-navarro","25.06.1982",176,69,"Left Fullback","Sevilla FC","Spain",3016,0,1,1,1,2,0,0,0.25
"Gerald Asamoah","gerald-asamoah","03.10.1978",180,85,"Right Winger","SpVgg Greuther Furth","Germany",3016,0,1,0,0,1,0,1,1
"Giorgios Karagounis","giorgios-karagounis","06.03.1977",176,83,"Attacking Midfielder","Fulham FC","England",3016,0,0,0,0,1,1,0,0
"Gustavo Munua","gustavo-munua","27.01.1978",188,87,"Goalkeeper","Levante UD","Spain",3016,0,1,0,0,1,0,0.5,0.5
"Iraola","iraola","22.06.1982",182,75,"Right Fullback","Athletic Bilbao","Spain",3016,0,1,0,0,3,0,0,0.25
"Jeremie Brechet","jeremie-brechet","14.08.1979",186,76,"Center Back","ESTAC Troyes","France",3016,0,1,0,0,1,0,0,0.25
"Llorente","llorente","26.02.1985",195,94,"Center Forward","Athletic Bilbao","Spain",3016,0,1,0,0,1,0,0,0
"Manuel Pablo","manuel-pablo","25.01.1976",176,80,"Right Fullback","Deportivo La Coruna","Spain",3016,0,4,4,1,10,0,0.5,0.25
"Marchena","marchena","31.07.1979",183,78,"Center Back","Deportivo La Coruna","Spain",3016,0,3,1,0,5,0,0.25,0.5
"Medhi Lacen","medhi-lacen","15.03.1984",178,71,"Defensive Midfielder","Getafe CF","Spain",3016,0,1,0,1,1,0,0.25,0.25
"Mikel Arteta","mikel-arteta","26.03.1982",176,69,"Attacking Midfielder","Arsenal FC","England",3016,0,1,0,0,1,0,0,0
"Nene","nene_2","19.07.1981",181,70,"Left Midfielder","Paris Saint-Germain","France",3016,0,2,0,0,2,0,0.25,0.25
"Palop","palop","22.10.1973",184,83,"Goalkeeper","Sevilla FC","Spain",3016,0,1,1,1,2,0,0.5,0.25
"Pedro Lopez","pedro-lopez","01.11.1983",174,72,"Right Fullback","Levante UD","Spain",3016,0,1,1,0,2,0,0.25,0.25
"Pepe Reina","pepe-reina","31.08.1982",188,92,"Goalkeeper","Liverpool FC","England",3016,0,2,3,0,8,0,0.25,0.25
"Punal","punal","06.09.1975",179,73,"Defensive Midfielder","CA Osasuna","Spain",3016,2,2,4,1,6,0,0.25,0.25
"Rafael van der Vaart","rafael-van-der-vaart","11.02.1983",176,74,"Attacking Midfielder","Hamburger SV","Germany",3016,0,0,0,0,1,0,0,0.25
"Raul Albiol","raul-albiol","04.09.1985",190,82,"Center Back","Real Madrid","Spain",3016,0,1,0,0,1,0,0,0
"Reyes","reyes","01.09.1983",176,73,"Left Midfielder","Sevilla FC","Spain",3016,2,0,2,0,3,0,0,0.25
"Ruben Castro","ruben-castro","27.06.1981",172,69,"Right Winger","Real Betis","Spain",3016,1,0,3,0,4,0,0.25,0.25
"Sergio Garcia","sergio-garcia","09.06.1983",174,72,"Center Forward","Espanyol Barcelona","Spain",3016,0,0,1,0,1,0,0.25,0.25
"Sergio Sanchez","sergio-sanchez_2","03.04.1986",185,76,"Right Fullback","Malaga CF","Spain",3016,0,0,1,0,1,0,0.25,0.25
"Toni Doblas","toni-doblas","05.08.1980",184,78,"Goalkeeper","Real Zaragoza","Spain",3016,0,3,0,1,4,0,0.25,0.25
"Valera","valera","21.12.1984",184,76,"Right Fullback","Getafe CF","Spain",3016,0,0,1,0,1,0,0.25,0.25
"Valeron","valeron","17.06.1975",180,72,"Attacking Midfielder","Deportivo La Coruna","Spain",3016,2,8,3,1,12,0,0,0.25
"Victor","victor_12","28.02.1985",180,77,"Center Forward","RCD Mallorca","Spain",3016,0,0,1,0,2,0,0,0.25
"Xabi Alonso","xabi-alonso","25.11.1981",183,77,"Defensive Midfielder","Real Madrid","Spain",3016,0,2,2,2,5,0,0.25,0.25
"Xabi Prieto","xabi-prieto","29.08.1983",186,76,"Right Midfielder","Real Sociedad","Spain",3016,1,1,2,0,4,0,0.25,0.25
"Yossi Benayoun","yossi-benayoun","05.05.1980",178,70,"Attacking Midfielder","West Ham United","England",3016,0,3,4,0,7,0,0.25,0.25
"Tomas Pekhart","tomas-pekhart","26.05.1989",194,80,"Center Forward","1. FC Nurnberg","Germany",3035,3,1,0,0,1,0,0,0.25
"Vaclav Pilar","vaclav-pilar","13.10.1988",170,69,"Right Winger","VfL Wolfsburg","Germany",3035,0,1,0,0,1,0,0,0.25
"Alejandro Dominguez","alejandro-dominguez_2","10.06.1981",175,73,"Right Winger","Rayo Vallecano","Spain",3036,0,1,0,0,2,0,0.25,0.25
"Anatoliy Tymoshchuk","anatoliy-tymoshchuk","30.03.1979",181,75,"Defensive Midfielder","Bayern Munchen","Germany",3036,0,1,0,0,2,0,0.25,0.25
"Djiby Fall","djiby-fall","20.04.1985",187,75,"Center Forward","SpVgg Greuther Furth","Germany",3036,0,1,0,0,1,0,1,1
"Marko Basa","marko-basa","29.12.1982",189,75,"Center Back","Lille OSC","France",3036,0,1,0,1,1,0,0.25,0.25
"Martin Stranzl","martin-stranzl","16.06.1980",190,83,"Center Back","Bor. Monchengladbach","Germany",3036,0,2,0,0,2,0,0.25,0.25
"Szabolcs Huszti","szabolcs-huszti","18.04.1983",173,72,"Right Midfielder","Hannover 96","Germany",3036,0,1,0,0,1,0,0,0
"Artur Boruc","artur-boruc","20.02.1980",193,88,"Goalkeeper","Southampton FC","England",3038,0,0,1,0,1,0,0,0.25
"Bo Svensson","bo-svensson","04.08.1979",190,87,"Center Back","1. FSV Mainz 05","Germany",3038,0,0,1,0,1,0,0.25,0.25
"Dimitar Berbatov","dimitar-berbatov","30.01.1981",188,79,"Center Forward","Fulham FC","England",3038,0,0,0,0,1,0,0.25,0.25
"Pape Diakhate","pape-diakhate","21.06.1984",181,75,"Center Back","Granada CF","Spain",3038,0,1,0,0,1,0,1,1
"Paulo Ferreira","paulo-ferreira","18.01.1979",182,76,"Right Fullback","Chelsea FC","England",3038,0,1,0,0,1,0,0.5,0.5
"Ricardo Carvalho","ricardo-carvalho","18.05.1978",182,79,"Center Back","Real Madrid","Spain",3038,0,1,0,0,1,0,0.25,0.25
"Szabolcs Huszti","szabolcs-huszti","18.04.1983",173,72,"Right Midfielder","Hannover 96","Germany",3038,0,1,1,1,2,0,0,0
"Tiago","tiago_3","02.05.1981",183,71,"Attacking Midfielder","Atletico Madrid","Spain",3038,0,1,0,0,1,0,0,0
"Younes Belhanda","younes-belhanda","25.02.1990",174,75,"Attacking Midfielder","Montpellier HSC","France",3038,1,0,0,0,1,0,0.25,0.25
"Adrian Mutu","adrian-mutu","08.01.1979",180,74,"Left Winger","AC Ajaccio","France",3039,0,0,1,0,1,0,0.25,0.25
"Albelda","albelda","01.09.1977",181,77,"Defensive Midfielder","Valencia CF","Spain",3039,0,0,1,0,1,0,0.25,0.25
"Anatoliy Tymoshchuk","anatoliy-tymoshchuk","30.03.1979",181,75,"Defensive Midfielder","Bayern Munchen","Germany",3039,0,0,1,0,1,0,0.25,0.25
"Ashley Cole","ashley-cole","20.12.1980",170,67,"Left Fullback","Chelsea FC","England",3039,0,1,1,0,2,0,0.5,0.5
"Brad Friedel","brad-friedel","18.05.1971",193,91,"Goalkeeper","Tottenham Hotspur","England",3039,0,1,0,1,1,0,0.25,0.25
"Dimitar Berbatov","dimitar-berbatov","30.01.1981",188,79,"Center Forward","Fulham FC","England",3039,1,1,0,0,1,0,0.25,0.25
"Emre Belozoglu","emre-beloezoglu","07.09.1980",170,68,"Center Midfielder","Atletico Madrid","Spain",3039,0,1,2,0,3,0,0.25,0.25
"Giorgios Karagounis","giorgios-karagounis","06.03.1977",176,83,"Attacking Midfielder","Fulham FC","England",3039,1,1,1,0,2,0,0,0
"Matthew Upson","matthew-upson","18.04.1979",185,72,"Center Back","Stoke City","England",3039,0,1,1,0,2,0,0,0.25
"Michael Owen","michael-owen","14.12.1979",173,70,"Center Forward","Stoke City","England",3039,1,1,2,0,4,0,0,0.25
"Mikel Arteta","mikel-arteta","26.03.1982",176,69,"Attacking Midfielder","Arsenal FC","England",3039,0,1,0,0,1,0,0,0
"Sotirios Kyrgiakos","sotirios-kyrgiakos","23.07.1979",193,88,"Center Back","VfL Wolfsburg","Germany",3039,0,1,0,0,1,0,0.25,0.25
"Steven Gerrard","steven-gerrard","30.05.1980",188,83,"Center Midfielder","Liverpool FC","England",3039,0,2,1,0,4,0,0,0
"Sylvain Distin","sylvain-distin","16.12.1977",191,85,"Center Back","Everton FC","England",3039,0,1,1,1,2,0,0.75,1
"Tomas Rosicky","tomas-rosicky","04.10.1980",178,67,"Attacking Midfielder","Arsenal FC","England",3039,0,0,1,2,2,0,0,0
"Ammar Jemal","ammar-jemal","20.04.1987",186,81,"Left Fullback","AC Ajaccio","France",3042,0,0,1,0,1,0,0.5,0.75
"Anatoliy Tymoshchuk","anatoliy-tymoshchuk","30.03.1979",181,75,"Defensive Midfielder","Bayern Munchen","Germany",3042,0,1,0,0,1,0,0.25,0.25
"Andrija Delibasic","andrija-delibasic","24.04.1981",188,84,"Center Forward","Rayo Vallecano","Spain",3042,0,0,1,0,2,0,0,0
"Artur Boruc","artur-boruc","20.02.1980",193,88,"Goalkeeper","Southampton FC","England",3042,0,0,0,0,1,0,0,0.25
"Ashley Cole","ashley-cole","20.12.1980",170,67,"Left Fullback","Chelsea FC","England",3042,0,0,1,0,1,0,0.5,0.5
"Benoit Pedretti","benoit-pedretti","12.11.1980",177,69,"Defensive Midfielder","Lille OSC","France",3042,0,0,0,1,1,0,0.25,0.25
"Clement Chantome","clement-chantome","11.09.1987",179,71,"Defensive Midfielder","Paris Saint-Germain","France",3042,0,1,0,0,1,0,0.25,0.25
"Damien Duff","damien-duff","02.03.1979",178,70,"Left Winger","Fulham FC","England",3042,0,0,0,0,1,0,0,0
"Daniel Van Buyten","daniel-van-buyten","07.02.1978",197,95,"Center Back","Bayern Munchen","Germany",3042,0,1,0,0,1,0,0.25,0.25
"Dariusz Dudka","dariusz-dudka","09.12.1983",183,80,"Defensive Midfielder","Levante UD","Spain",3042,0,0,0,0,1,0,0.25,0.25
"Dimitar Berbatov","dimitar-berbatov","30.01.1981",188,79,"Center Forward","Fulham FC","England",3042,0,0,1,0,1,0,0.25,0.25
"Duda","duda_2","27.06.1980",175,71,"Left Midfielder","Malaga CF","Spain",3042,0,1,0,0,1,0,0.25,0.25
"Eden Hazard","eden-hazard","07.01.1991",170,69,"Right Winger","Chelsea FC","England",3042,0,0,1,0,1,0,0.25,0.25
"Edin Dzeko","edin-dzeko","17.03.1986",193,84,"Center Forward","Manchester City","England",3042,2,1,1,0,2,0,0.25,0.25
"Fernando Navarro","fernando-navarro","25.06.1982",176,69,"Left Fullback","Sevilla FC","Spain",3042,0,1,0,0,1,0,0,0.25
"Fernando Torres","fernando-torres","20.03.1984",183,70,"Center Forward","Chelsea FC","England",3042,0,0,1,0,1,0,0,0.25
"Gary Caldwell","gary-caldwell","12.04.1982",180,74,"Center Back","Wigan Athletic","England",3042,0,1,0,1,1,0,0,0
"Gerald Asamoah","gerald-asamoah","03.10.1978",180,85,"Right Winger","SpVgg Greuther Furth","Germany",3042,0,0,1,0,1,0,1,1
"Giorgios Karagounis","giorgios-karagounis","06.03.1977",176,83,"Attacking Midfielder","Fulham FC","England",3042,0,2,0,0,2,0,0,0
"Hanno Balitsch","hanno-balitsch","02.01.1981",182,80,"Defensive Midfielder","1. FC Nurnberg","Germany",3042,0,0,1,0,1,0,0,0
"Ivan Obradovic","ivan-obradovic","25.07.1988",181,74,"Left Fullback","Real Zaragoza","Spain",3042,0,0,1,0,1,0,0,0.25
"Jaroslav Plasil","jaroslav-plasil","05.01.1982",183,72,"Right Midfielder","Girondins Bordeaux","France",3042,0,1,0,0,1,0,0.25,0.25
"Jeremy Mathieu","jeremy-mathieu","29.10.1983",192,83,"Left Fullback","Valencia CF","Spain",3042,0,0,0,0,1,0,0,0
"Jermaine Jenas","jermaine-jenas","18.02.1983",179,76,"Center Midfielder","Nottingham Forest","England",3042,0,1,1,0,2,0,0.25,0.25
"John O'Shea","john-oshea","30.04.1981",190,75,"Center Back","Sunderland AFC","England",3042,0,1,1,0,3,0,0,0.25
"John Utaka","john-utaka","08.01.1982",179,82,"Right Winger","Montpellier HSC","France",3042,0,1,0,0,1,0,0.75,0.75
"Kieron Dyer","kieron-dyer","29.12.1978",171,65,"Attacking Midfielder","Queens Park Rangers","England",3042,0,1,0,0,1,0,0.25,0.25
"Klaas-Jan Huntelaar","klaas-jan-huntelaar","12.08.1983",186,78,"Center Forward","FC Schalke 04","Germany",3042,0,0,0,0,1,0,0,0.25
"Lukasz Piszczek","lukasz-piszczek","03.06.1985",184,78,"Right Fullback","Borussia Dortmund","Germany",3042,0,0,0,0,1,0,0,0
"Manuel Friedrich","manuel-friedrich","13.09.1979",189,87,"Center Back","Bayer Leverkusen","Germany",3042,0,1,0,0,1,0,0,0
"Manuel Pablo","manuel-pablo","25.01.1976",176,80,"Right Fullback","Deportivo La Coruna","Spain",3042,0,1,0,0,1,0,0.5,0.25
"Marko Basa","marko-basa","29.12.1982",189,75,"Center Back","Lille OSC","France",3042,0,0,0,0,1,0,0.25,0.25
"Marouane Fellaini","marouane-fellaini","22.11.1987",194,85,"Defensive Midfielder","Everton FC","England",3042,0,0,1,0,1,0,0.25,0.25
"Matthew Upson","matthew-upson","18.04.1979",185,72,"Center Back","Stoke City","England",3042,0,0,1,0,1,0,0,0.25
"Matthieu Chalme","matthieu-chalme","07.10.1980",179,75,"Right Fullback","Girondins Bordeaux","France",3042,0,1,0,1,1,0,0.25,0.25
"Mickael Landreau","mickael-landreau","14.05.1979",184,80,"Goalkeeper","Lille OSC","France",3042,0,1,0,0,1,0,0,0.25
"Milorad Pekovic","milorad-pekovic","05.08.1977",189,88,"Defensive Midfielder","SpVgg Greuther Furth","Germany",3042,0,0,0,1,1,0,0,0.25
"Nano","nano","20.04.1982",186,80,"Left Fullback","CA Osasuna","Spain",3042,0,0,1,0,1,0,0.25,0.5
"Nemanja Vidic","nemanja-vidic","21.10.1981",188,82,"Center Back","Manchester United","England",3042,0,0,1,1,1,0,0,0
"Nicolas Fauvergue","nicolas-fauvergue","13.10.1984",191,81,"Center Forward","Stade Reims","France",3042,1,1,0,0,1,0,0.25,0.25
"Oscar Wendt","oscar-wendt","24.10.1985",181,82,"Left Fullback","Bor. Monchengladbach","Germany",3042,0,0,0,0,1,0,0,0
"Palop","palop","22.10.1973",184,83,"Goalkeeper","Sevilla FC","Spain",3042,0,2,0,0,2,0,0.5,0.25
"Paulo Ferreira","paulo-ferreira","18.01.1979",182,76,"Right Fullback","Chelsea FC","England",3042,0,0,1,0,1,0,0.5,0.5
"Pepe Reina","pepe-reina","31.08.1982",188,92,"Goalkeeper","Liverpool FC","England",3042,0,1,0,0,1,0,0.25,0.25
"Per Skjelbred","per-skjelbred","16.06.1987",175,74,"Attacking Midfielder","Hamburger SV","Germany",3042,0,0,0,0,1,0,0,0
"Philipp Bargfrede","philipp-bargfrede","03.03.1989",174,71,"Defensive Midfielder","Werder Bremen","Germany",3042,0,1,0,0,1,0,0.25,0.25
"Rafael van der Vaart","rafael-van-der-vaart","11.02.1983",176,74,"Attacking Midfielder","Hamburger SV","Germany",3042,0,0,1,0,2,0,0,0.25
"Romaric","romaric","04.06.1983",187,88,"Defensive Midfielder","Real Zaragoza","Spain",3042,0,1,0,0,1,0,0.75,0.75
"Simon Rolfes","simon-rolfes","21.01.1982",191,83,"Defensive Midfielder","Bayer Leverkusen","Germany",3042,1,1,0,0,1,0,0,0
"Stefan Kiessling","stefan-kiessling","25.01.1984",191,80,"Center Forward","Bayer Leverkusen","Germany",3042,2,1,0,0,1,0,0,0
"Szabolcs Huszti","szabolcs-huszti","18.04.1983",173,72,"Right Midfielder","Hannover 96","Germany",3042,1,1,0,0,1,0,0,0
"Thomas Kleine","thomas-kleine","28.12.1977",191,82,"Center Back","SpVgg Greuther Furth","Germany",3042,0,0,1,1,1,0,0,0
"Thomas Vermaelen","thomas-vermaelen","14.11.1985",180,73,"Center Back","Arsenal FC","England",3042,0,0,1,0,1,0,0,0
"Tiago","tiago_3","02.05.1981",183,71,"Attacking Midfielder","Atletico Madrid","Spain",3042,0,0,1,0,1,0,0,0
"Tim Wiese","tim-wiese","17.12.1981",193,100,"Goalkeeper","1899 Hoffenheim","Germany",3042,0,1,0,1,1,0,0.25,0.25
"Timmy Simons","timmy-simons","11.12.1976",186,79,"Defensive Midfielder","1. FC Nurnberg","Germany",3042,0,1,1,0,3,0,0,0
"Tranquillo Barnetta","tranquillo-barnetta","22.05.1985",178,68,"Left Midfielder","FC Schalke 04","Germany",3042,0,1,0,0,1,0,0,0.25
"Tripy Makonda","tripy-makonda","24.01.1990",180,70,"Left Fullback","Stade Brest","France",3042,0,1,0,0,1,0,0.75,1
"Valeron","valeron","17.06.1975",180,72,"Attacking Midfielder","Deportivo La Coruna","Spain",3042,0,1,0,0,1,0,0,0.25
"Yossi Benayoun","yossi-benayoun","05.05.1980",178,70,"Attacking Midfielder","West Ham United","England",3042,1,0,0,0,1,0,0.25,0.25
"Andriy Voronin","andriy-voronin","21.07.1979",174,81,"Center Forward","Fortuna Dusseldorf","Germany",3043,1,2,1,0,6,0,0,0
"Anton Putsila","anton-putsila","10.06.1987",180,74,"Center Midfielder","SC Freiburg","Germany",3043,1,1,1,0,2,0,0,0.25
"Marko Basa","marko-basa","29.12.1982",189,75,"Center Back","Lille OSC","France",3043,0,1,0,0,1,0,0.25,0.25
"Martin Stranzl","martin-stranzl","16.06.1980",190,83,"Center Back","Bor. Monchengladbach","Germany",3043,0,1,0,0,1,0,0.25,0.25
"Obafemi Martins","obafemi-martins","28.10.1984",176,67,"Center Forward","Levante UD","Spain",3043,0,0,1,0,1,0,1,1
"Szabolcs Huszti","szabolcs-huszti","18.04.1983",173,72,"Right Midfielder","Hannover 96","Germany",3043,0,2,1,0,3,0,0,0
"Yann M'Vila","yann-mvila","26.06.1990",169,56,"Defensive Midfielder","Stade Rennes","France",3043,0,1,1,0,2,0,0.5,0.5
"Anton Putsila","anton-putsila","10.06.1987",180,74,"Center Midfielder","SC Freiburg","Germany",3047,0,0,1,0,1,0,0,0.25
"Pape Diakhate","pape-diakhate","21.06.1984",181,75,"Center Back","Granada CF","Spain",3048,0,2,0,0,2,1,1,1
"Ciprian Marica","ciprian-marica","02.10.1985",185,80,"Right Winger","FC Schalke 04","Germany",3050,0,1,0,0,1,0,0,0.25
"Szabolcs Huszti","szabolcs-huszti","18.04.1983",173,72,"Right Midfielder","Hannover 96","Germany",3050,0,0,1,0,1,0,0,0
"Abdoulaye Diallo","abdoulaye-diallo_2","30.03.1992",189,80,"Goalkeeper","Stade Rennes","France",3051,0,2,0,0,2,0,0.75,1
"Alejandro Dominguez","alejandro-dominguez_2","10.06.1981",175,73,"Right Winger","Rayo Vallecano","Spain",3051,0,0,1,1,1,0,0.25,0.25
"Andriy Voronin","andriy-voronin","21.07.1979",174,81,"Center Forward","Fortuna Dusseldorf","Germany",3051,1,3,2,2,6,0,0,0
"Anthony Annan","anthony-annan","21.07.1986",175,64,"Defensive Midfielder","CA Osasuna","Spain",3051,0,0,1,0,1,0,1,1
"Anton Putsila","anton-putsila","10.06.1987",180,74,"Center Midfielder","SC Freiburg","Germany",3051,0,1,2,1,4,0,0,0.25
"Aurelien Chedjou","aurelien-chedjou","20.06.1985",184,75,"Center Back","Lille OSC","France",3051,0,0,0,1,1,0,0.75,0.75
"Bacary Sagna","bacary-sagna","14.02.1983",176,72,"Right Fullback","Arsenal FC","England",3051,0,1,0,0,1,0,1,1
"Bartra","bartra","15.01.1991",183,70,"Center Back","FC Barcelona","Spain",3051,0,1,0,0,1,0,0,0
"Bryan Ruiz","bryan-ruiz","18.08.1985",186,70,"Right Winger","Fulham FC","England",3051,0,0,1,0,1,0,0,0.25
"Cedric Carrasso","cedric-carrasso","30.12.1981",192,87,"Goalkeeper","Girondins Bordeaux","France",3051,0,1,0,0,1,0,0.25,0.25
"Christian Fuchs","christian-fuchs","07.04.1986",186,84,"Left Fullback","FC Schalke 04","Germany",3051,0,0,1,0,1,0,0,0
"Daniel Van Buyten","daniel-van-buyten","07.02.1978",197,95,"Center Back","Bayern Munchen","Germany",3051,0,1,0,0,1,0,0.25,0.25
"Emanuel Pogatetz","emanuel-pogatetz","16.01.1983",189,90,"Center Back","VfL Wolfsburg","Germany",3051,0,0,1,0,1,0,0.25,0.25
"Erwin Hoffer","erwin-hoffer","14.04.1987",177,72,"Center Forward","Eintracht Frankfurt","Germany",3051,1,1,0,0,1,0,0,0.25
"Felipe Santana","felipe-santana","17.03.1986",194,80,"Center Back","Borussia Dortmund","Germany",3051,0,1,0,0,1,0,0.75,0.75
"Francis Coquelin","francis-coquelin","13.05.1991",178,73,"Defensive Midfielder","Arsenal FC","England",3051,0,2,1,0,3,0,0.5,0.5
"Franck Ribery","franck-ribery","07.04.1983",170,72,"Left Midfielder","Bayern Munchen","Germany",3051,0,1,0,0,1,0,0.25,0.25
"Francois Clerc","francois-clerc","18.04.1983",186,77,"Right Fullback","AS Saint-Etienne","France",3051,0,0,1,0,1,0,0,0
"Gregory Sertic","gregory-sertic","05.08.1989",181,69,"Left Midfielder","Girondins Bordeaux","France",3051,0,1,0,0,1,0,0,0.25
"Henrique","henrique","02.05.1983",188,87,"Center Back","Girondins Bordeaux","France",3051,0,1,0,0,1,0,0.75,0.75
"Jaroslav Plasil","jaroslav-plasil","05.01.1982",183,72,"Right Midfielder","Girondins Bordeaux","France",3051,0,1,0,0,2,0,0.25,0.25
"Jean Beausejour","jean-beausejour","01.06.1984",178,81,"Left Midfielder","Wigan Athletic","England",3051,0,1,0,0,1,0,0.5,0.5
"Jordan Henderson","jordan-henderson","17.06.1990",182,67,"Right Midfielder","Liverpool FC","England",3051,0,0,0,0,1,0,0,0.25
"Junior Fernandes","junior-fernandes","04.10.1988",181,78,"Center Forward","Bayer Leverkusen","Germany",3051,0,0,1,0,1,0,0.75,0.75
"Klaas-Jan Huntelaar","klaas-jan-huntelaar","12.08.1983",186,78,"Center Forward","FC Schalke 04","Germany",3051,0,1,0,0,1,0,0,0.25
"Loic Remy","loic-remy","02.01.1987",184,66,"Right Winger","Olympique Marseille","France",3051,0,1,0,0,1,0,0.5,0.75
"Lukasz Piszczek","lukasz-piszczek","03.06.1985",184,78,"Right Fullback","Borussia Dortmund","Germany",3051,0,1,0,0,1,0,0,0
"Luuk de Jong","luuk-de-jong","27.08.1990",188,86,"Center Forward","Bor. Monchengladbach","Germany",3051,1,0,1,0,1,0,0,0
"Mario Suarez","mario-suarez","24.02.1987",188,80,"Defensive Midfielder","Atletico Madrid","Spain",3051,0,1,0,0,1,0,0.25,0.5
"Marko Arnautovic","marko-arnautovic","19.04.1989",192,83,"Right Winger","Werder Bremen","Germany",3051,0,0,1,0,1,0,0,0.25
"Marko Basa","marko-basa","29.12.1982",189,75,"Center Back","Lille OSC","France",3051,0,3,0,0,4,0,0.25,0.25
"Martin Harnik","martin-harnik","10.06.1987",185,73,"Center Forward","VfB Stuttgart","Germany",3051,0,0,1,0,1,0,0,0
"Martin Stranzl","martin-stranzl","16.06.1980",190,83,"Center Back","Bor. Monchengladbach","Germany",3051,1,3,1,1,5,0,0.25,0.25
"Mats Hummels","mats-hummels","16.12.1988",192,90,"Center Back","Borussia Dortmund","Germany",3051,0,1,0,0,1,0,0.25,0.25
"Matthias Ginter","matthias-ginter","19.01.1994",188,85,"Center Back","SC Freiburg","Germany",3051,0,0,1,0,1,0,0,0
"Maurice Edu","maurice-edu","18.04.1986",183,85,"Defensive Midfielder","Stoke City","England",3051,0,0,0,1,1,0,0.75,1
"Michel","michel_15","29.07.1988",180,73,"Center Midfielder","Levante UD","Spain",3051,1,1,0,0,1,0,0.25,0.25
"Milorad Pekovic","milorad-pekovic","05.08.1977",189,88,"Defensive Midfielder","SpVgg Greuther Furth","Germany",3051,0,1,0,1,1,0,0,0.25
"Obafemi Martins","obafemi-martins","28.10.1984",176,67,"Center Forward","Levante UD","Spain",3051,0,1,0,0,1,0,1,1
"Oliver Baumann","oliver-baumann","02.06.1990",187,80,"Goalkeeper","SC Freiburg","Germany",3051,0,0,1,0,1,0,0.25,0.25
"Oriol Romeu","oriol-romeu","24.09.1991",182,79,"Defensive Midfielder","Chelsea FC","England",3051,0,1,0,0,1,0,0.25,0.25
"Patrick Ebert","patrick-ebert","17.03.1987",172,68,"Left Midfielder","Real Valladolid","Spain",3051,0,0,1,0,1,0,0,0
"Paulo Ferreira","paulo-ferreira","18.01.1979",182,76,"Right Fullback","Chelsea FC","England",3051,0,0,1,0,1,0,0.5,0.5
"Pepe Reina","pepe-reina","31.08.1982",188,92,"Goalkeeper","Liverpool FC","England",3051,0,0,0,0,1,0,0.25,0.25
